Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      17/17          std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >::allocator() [213]
[203]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::new_allocator() [203]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >::~allocator() [214]
[204]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::~new_allocator() [204]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [234]
[205]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [205]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [235]
[206]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [206]
                0.00    0.00      17/34          __gnu_cxx::new_allocator<char>::max_size() const [185]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [237]
[207]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [207]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [238]
[208]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [208]
                0.00    0.00      17/34          __gnu_cxx::new_allocator<unsigned int>::max_size() const [186]
-----------------------------------------------
                0.00    0.00      17/17          std::allocator<unsigned int>::allocator() [215]
[209]    0.0    0.00    0.00      17         __gnu_cxx::new_allocator<unsigned int>::new_allocator() [209]
-----------------------------------------------
                0.00    0.00      17/17          serial::createAndBuildMinHeap(std::vector<char, std::allocator<char> > const&, std::vector<unsigned int, std::allocator<unsigned int> > const&) [200]
[210]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [210]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [259]
[211]    0.0    0.00    0.00      17         std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::allocator() [211]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::new_allocator() [201]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree_impl<std::less<char>, true>::~_Rb_tree_impl() [260]
[212]    0.0    0.00    0.00      17         std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~allocator() [212]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::~new_allocator() [202]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [262]
[213]    0.0    0.00    0.00      17         std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >::allocator() [213]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::new_allocator() [203]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_Rb_tree_impl<std::less<char>, true>::~_Rb_tree_impl() [263]
[214]    0.0    0.00    0.00      17         std::allocator<std::_Rb_tree_node<std::pair<char const, int> > >::~allocator() [214]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<char const, int> > >::~new_allocator() [204]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[215]    0.0    0.00    0.00      17         std::allocator<unsigned int>::allocator() [215]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<unsigned int>::new_allocator() [209]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<char*>(char*, char*) [283]
[216]    0.0    0.00    0.00      17         void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [216]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [285]
[217]    0.0    0.00    0.00      17         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [217]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [222]
[218]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [218]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [235]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [224]
[219]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [219]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [223]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [225]
[220]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [220]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [225]
[221]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [221]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [234]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [224]
[222]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [222]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [218]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [219]
[223]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_Vector_impl_data::_Vector_impl_data() [223]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&) [252]
[224]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [224]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_impl::_Vector_impl(std::allocator<char> const&) [219]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_create_storage(unsigned long) [222]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::~vector() [253]
[225]    0.0    0.00    0.00      17         std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [225]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [221]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_impl::~_Vector_impl() [220]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long) [230]
[226]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [226]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [238]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [232]
[227]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [227]
                0.00    0.00      17/34          std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&) [188]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [231]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [233]
[228]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [228]
                0.00    0.00      17/51          std::allocator<unsigned int>::~allocator() [183]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [233]
[229]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [229]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [237]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [232]
[230]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long) [230]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [226]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [227]
[231]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [231]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, std::allocator<unsigned int> const&) [257]
[232]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [232]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl(std::allocator<unsigned int> const&) [227]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_create_storage(unsigned long) [230]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [258]
[233]    0.0    0.00    0.00      17         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [233]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [229]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [228]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_deallocate(char*, unsigned long) [221]
[234]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [234]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [205]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_M_allocate(unsigned long) [218]
[235]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [235]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [206]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [249]
[236]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [236]
                0.00    0.00      17/34          __gnu_cxx::new_allocator<char>::max_size() const [185]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [229]
[237]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [237]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [207]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [226]
[238]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [238]
                0.00    0.00      17/17          __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [208]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [254]
[239]    0.0    0.00    0.00      17         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [239]
                0.00    0.00      17/34          __gnu_cxx::new_allocator<unsigned int>::max_size() const [186]
-----------------------------------------------
                0.00    0.00      17/17          HuffTest(unsigned int) [2]
[240]    0.0    0.00    0.00      17         std::istreambuf_iterator<char, std::char_traits<char> >::istreambuf_iterator(std::basic_streambuf<char, std::char_traits<char> >*) [240]
                0.00    0.00      17/1048568     std::char_traits<char>::eof() [88]
-----------------------------------------------
                0.00    0.00      17/17          std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > std::back_inserter<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [272]
[241]    0.0    0.00    0.00      17         std::back_insert_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::back_insert_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [241]
                0.00    0.00      17/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [267]
-----------------------------------------------
                0.00    0.00      17/17          char* std::__uninitialized_default_n<char*, unsigned long>(char*, unsigned long) [274]
[242]    0.0    0.00    0.00      17         char* std::__uninitialized_default_n_1<true>::__uninit_default_n<char*, unsigned long>(char*, unsigned long) [242]
                0.00    0.00      17/17          char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [279]
-----------------------------------------------
                0.00    0.00      17/17          unsigned int* std::__uninitialized_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [275]
[243]    0.0    0.00    0.00      17         unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [243]
                0.00    0.00      17/17          unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [280]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[244]    0.0    0.00    0.00      17         std::map<char, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::map() [244]
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree() [261]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[245]    0.0    0.00    0.00      17         std::map<char, int, std::less<char>, std::allocator<std::pair<char const, int> > >::begin() [245]
                0.00    0.00      17/34          std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::begin() [194]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[246]    0.0    0.00    0.00      17         std::map<char, int, std::less<char>, std::allocator<std::pair<char const, int> > >::map() [246]
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_Rb_tree() [264]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos(char const&) [56]
[247]    0.0    0.00    0.00      17         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&, std::_Rb_tree_node_base*&) [247]
                0.00    0.00      17/17          std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*& std::forward<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*&>::type&) [281]
                0.00    0.00      17/1628        std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [116]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, int>, std::_Select1st<std::pair<char const, int> >, std::less<char>, std::allocator<std::pair<char const, int> > >::_M_get_insert_unique_pos(char const&) [57]
[248]    0.0    0.00    0.00      17         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<char const, int> >*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<std::pair<char const, int> >*&, std::_Rb_tree_node_base*&) [248]
                0.00    0.00      17/17          std::_Rb_tree_node<std::pair<char const, int> >*& std::forward<std::_Rb_tree_node<std::pair<char const, int> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<char const, int> >*&>::type&) [282]
                0.00    0.00      17/1628        std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&) [116]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [250]
[249]    0.0    0.00    0.00      17         std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [249]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<char> >::max_size(std::allocator<char> const&) [236]
                0.00    0.00      17/34          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [195]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&) [252]
[250]    0.0    0.00    0.00      17         std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [250]
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::_S_max_size(std::allocator<char> const&) [249]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&) [252]
[251]    0.0    0.00    0.00      17         std::vector<char, std::allocator<char> >::_M_default_initialize(unsigned long) [251]
                0.00    0.00      17/34          std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [189]
                0.00    0.00      17/17          char* std::__uninitialized_default_n_a<char*, unsigned long, char>(char*, unsigned long, std::allocator<char>&) [276]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[252]    0.0    0.00    0.00      17         std::vector<char, std::allocator<char> >::vector(unsigned long, std::allocator<char> const&) [252]
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::_S_check_init_len(unsigned long, std::allocator<char> const&) [250]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::_Vector_base(unsigned long, std::allocator<char> const&) [224]
                0.00    0.00      17/17          std::vector<char, std::allocator<char> >::_M_default_initialize(unsigned long) [251]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[253]    0.0    0.00    0.00      17         std::vector<char, std::allocator<char> >::~vector() [253]
                0.00    0.00      17/34          std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator() [189]
                0.00    0.00      17/17          void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [284]
                0.00    0.00      17/17          std::_Vector_base<char, std::allocator<char> >::~_Vector_base() [225]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [255]
[254]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [254]
                0.00    0.00      17/17          std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [239]
                0.00    0.00      17/34          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [195]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, std::allocator<unsigned int> const&) [257]
[255]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [255]
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [254]
                0.00    0.00      17/34          std::allocator<unsigned int>::allocator(std::allocator<unsigned int> const&) [188]
                0.00    0.00      17/51          std::allocator<unsigned int>::~allocator() [183]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, std::allocator<unsigned int> const&) [257]
[256]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_initialize(unsigned long) [256]
                0.00    0.00      17/34          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [190]
                0.00    0.00      17/17          unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&) [277]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[257]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::vector(unsigned long, std::allocator<unsigned int> const&) [257]
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::_S_check_init_len(unsigned long, std::allocator<unsigned int> const&) [255]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base(unsigned long, std::allocator<unsigned int> const&) [232]
                0.00    0.00      17/17          std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_initialize(unsigned long) [256]
-----------------------------------------------
                0.00    0.00      17/17          serial::huffmanEncoder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, serial::MinHNode**) [3]
[258]    0.0    0.00    0.00      17         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [258]
                0.00    0.00      17/34          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [190]
                0.00    0.00      17/17          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [233]
                0.00    0.00      17/17          void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [286]
-----------------------------------------------
                0.00    0.00      17/17          std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree() [261]
[259]    0.0    0.00    0.00      17         std::_Rb_tree<char, std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<char>, std::allocator<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree_impl<std::less<char>, true>::_Rb_tree_impl() [259]
                0.00    0.00      17/34          std::_Rb_tree_key_compare<std::less<char> >::_Rb_tree_key_compare() [193]
                0.00    0.00      17/17          std::allocator<std::_Rb_tree_node<std::pair<char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::allocator() [211]
                0.00    0.00      17/34          std::_Rb_tree_header::_Rb_tree_header() [192]
-----------------------------------------------
